ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
290,Gastronomía,64,14.1,77997,2726,608,6,79,0,C3,10,0.07,36,0.26,520312
291,Gastronomía,92,20.1,62110,3895,880,6,207,1,D,4,0.05,25,0.24,257786
292,Gastronomía,66,12.9,56215,2922,873,8,346,0,C2,9,0.06,38,0.25,365096
293,Gastronomía,119,19.6,63843,2994,854,7,347,0,D,14,0.08,26,0.22,400055
294,Gastronomía,102,15.6,44946,5033,641,4,719,0,C3,7,0.06,30,0.2,402314
295,Gastronomía,66,9.9,63431,3033,704,7,86,0,D,8,0.04,35,0.22,449709
296,Gastronomía,108,25.0,46157,5477,883,4,3,1,C3,12,0.08,25,0.21,586338
297,Gastronomía,103,15.8,61359,6276,634,5,91,0,C2,8,0.08,30,0.22,430168
298,Gastronomía,107,14.8,31256,4200,726,4,143,0,C3,10,0.02,33,0.25,271387
299,Gastronomía,103,25.0,66188,3802,837,6,88,1,C3,6,0.1,31,0.22,334581
300,Gastronomía,98,17.5,59083,6423,608,4,8,0,ABC1,16,0.09,46,0.24,454466
301,Indumentaria,107,25.0,72617,9073,454,6,175,1,ABC1,16,0.37,129,0.29,658545
302,Indumentaria,125,22.7,83925,5679,428,4,272,1,D,8,0.55,67,0.27,316574
303,Indumentaria,106,23.6,89805,5811,432,4,2,0,D,10,0.47,65,0.25,238075
304,Indumentaria,129,25.0,88526,6861,507,6,157,0,C3,2,0.44,82,0.32,279512
305,Indumentaria,141,23.7,95692,4875,389,6,247,0,D,15,0.48,89,0.25,263117
306,Indumentaria,119,21.5,66223,4602,428,5,852,0,D,15,0.51,91,0.27,214649
307,Indumentaria,106,25.0,77213,4942,472,5,179,0,C3,9,0.57,79,0.27,326914
308,Indumentaria,109,21.6,69346,4418,493,4,8,0,D,14,0.43,78,0.32,371901
309,Indumentaria,91,22.6,83030,5423,471,6,266,0,C2,13,0.38,82,0.29,537174
310,Indumentaria,137,21.5,91456,4203,502,7,115,0,D,11,0.55,79,0.26,289254
311,Indumentaria,111,25.0,65651,6864,551,3,25,1,C3,9,0.46,70,0.27,503016
312,Indumentaria,98,24.5,86484,7241,380,5,293,0,C3,9,0.59,94,0.25,318043
313,Indumentaria,127,25.0,94733,8813,428,6,17,0,ABC1,8,0.35,122,0.26,578824
314,Indumentaria,92,15.0,55807,5700,494,5,17,0,D,12,0.54,78,0.25,421780
315,Indumentaria,107,25.0,98280,4740,553,6,9,1,C3,11,0.49,88,0.27,366234
316,Indumentaria,92,25.0,90417,8864,425,4,270,1,ABC1,12,0.45,115,0.3,448087
317,Indumentaria,114,25.0,55554,5514,448,6,173,0,C2,14,0.42,87,0.29,349988
318,Indumentaria,138,21.8,56893,4395,465,7,257,1,D,7,0.57,58,0.3,320450
319,Indumentaria,95,25.0,83762,7545,506,7,75,0,ABC1,12,0.37,124,0.32,613384
320,Indumentaria,115,20.6,60342,4900,441,4,224,0,D,12,0.56,63,0.29,417400
321,Indumentaria,118,22.8,86521,3446,501,8,329,0,D,8,0.45,64,0.3,563769
322,Indumentaria,113,25.0,94909,7818,510,5,880,1,ABC1,13,0.45,94,0.31,300176
323,Indumentaria,102,25.0,62455,8034,510,5,565,1,C2,6,0.37,93,0.26,493147
324,Indumentaria,120,25.0,97801,8982,498,3,159,0,ABC1,2,0.59,86,0.32,371059
325,Indumentaria,92,25.0,66636,6766,454,7,10,1,C2,8,0.53,113,0.27,394390
326,Indumentaria,112,25.0,57504,6638,445,9,322,1,C2,6,0.44,76,0.28,472349
327,Indumentaria,100,25.0,89408,6833,437,3,158,1,C2,4,0.35,95,0.29,397620
328,Indumentaria,127,25.0,71642,6222,439,4,75,1,C3,6,0.47,89,0.32,440912
329,Indumentaria,120,25.0,85750,3986,451,7,209,1,C3,5,0.4,78,0.25,266931
330,Indumentaria,129,25.0,75069,6409,454,8,561,0,C2,12,0.39,91,0.26,431332
331,Indumentaria,96,23.4,97055,4572,427,4,2,1,D,5,0.42,82,0.26,332236
332,Indumentaria,99,22.5,87248,7259,464,5,147,0,ABC1,12,0.55,96,0.26,641024
333,Indumentaria,143,25.0,78743,8015,439,7,169,1,ABC1,10,0.45,88,0.29,387593
334,Indumentaria,119,25.0,88188,6980,467,4,326,0,C2,5,0.5,87,0.32,333622
335,Indumentaria,98,24.8,58904,6666,385,6,14,0,C2,8,0.58,84,0.27,382030
336,Indumentaria,130,25.0,63423,9455,511,6,202,0,ABC1,15,0.51,90,0.3,600013
337,Indumentaria,113,24.6,65891,5644,410,2,259,0,C2,1,0.38,102,0.26,444170
338,Indumentaria,102,25.0,56836,9659,464,7,132,1,ABC1,9,0.5,107,0.3,706679
339,Indumentaria,100,25.0,62547,7522,472,6,8,1,C2,14,0.59,114,0.31,556821
340,Indumentaria,105,24.7,93566,4706,419,6,225,0,C3,6,0.38,73,0.26,423647
341,Indumentaria,95,24.9,94774,6052,405,5,265,0,C3,11,0.38,99,0.25,398354
342,Indumentaria,122,22.6,70529,4559,393,5,217,0,D,9,0.36,63,0.3,217404
343,Indumentaria,116,25.0,68167,5074,513,6,3,1,C2,14,0.57,110,0.27,548971
344,Indumentaria,100,21.8,78335,4245,490,4,184,1,D,17,0.6,83,0.29,453007
345,Indumentaria,130,25.0,69865,6871,400,9,961,0,ABC1,8,0.54,118,0.31,388777
346,Indumentaria,132,25.0,89871,6466,528,7,34,1,C2,14,0.54,104,0.32,705945
347,Indumentaria,100,25.0,62421,5623,499,7,241,1,ABC1,11,0.53,94,0.26,490100
348,Indumentaria,143,25.0,99364,7313,486,7,226,0,C3,4,0.38,88,0.29,408010
349,Indumentaria,120,25.0,66230,5919,488,6,73,0,C3,6,0.6,69,0.26,459554
350,Indumentaria,127,22.5,99716,5351,439,6,28,0,D,5,0.51,67,0.29,439908
351,Indumentaria,95,23.6,62368,8819,467,4,147,0,ABC1,4,0.51,122,0.27,416735
352,Indumentaria,102,21.9,77337,5414,543,5,84,1,D,9,0.37,63,0.27,405611
353,Indumentaria,114,25.0,92827,6411,491,7,621,1,C2,7,0.58,97,0.3,571884
354,Indumentaria,107,25.0,61203,6902,572,7,232,1,C2,13,0.36,104,0.3,391675
355,Indumentaria,108,25.0,89748,8350,450,2,297,0,ABC1,15,0.39,100,0.26,266340
356,Indumentaria,105,25.0,78168,7748,426,9,25,0,ABC1,2,0.52,138,0.32,632642
357,Indumentaria,107,25.0,78608,5575,501,5,165,1,C3,14,0.5,89,0.29,366714
358,Indumentaria,116,25.0,69435,9385,533,5,107,1,ABC1,3,0.37,115,0.25,628022
359,Indumentaria,117,21.7,85396,5440,426,4,98,0,D,3,0.35,68,0.29,213890
360,Indumentaria,123,25.0,65911,9132,553,6,19,1,ABC1,2,0.55,127,0.28,764525
361,Indumentaria,130,21.7,62274,5549,496,6,423,1,D,6,0.44,80,0.27,248334
362,Indumentaria,125,25.0,99887,4424,493,3,319,0,C3,4,0.54,77,0.29,305663
363,Indumentaria,136,25.0,82099,4299,396,8,7,0,C3,10,0.55,86,0.25,399098
364,Indumentaria,132,24.0,66676,6498,409,7,134,0,C3,4,0.57,72,0.27,325475
365,Indumentaria,97,25.0,67939,7098,431,5,24,0,ABC1,7,0.39,102,0.3,455262
366,Indumentaria,115,25.0,67812,7439,479,6,56,1,C2,9,0.53,104,0.28,344890
367,Indumentaria,128,25.0,63002,6986,445,9,290,0,C2,8,0.48,99,0.27,545556
368,Indumentaria,144,25.0,98682,4750,430,6,222,1,C2,7,0.41,106,0.28,539636
369,Indumentaria,102,25.0,85369,7782,401,9,45,0,ABC1,18,0.37,97,0.29,489385
370,Indumentaria,124,22.5,59320,4229,434,5,18,0,D,11,0.5,76,0.29,346108
371,Indumentaria,121,22.3,55283,6160,487,5,110,0,C3,6,0.35,85,0.3,315320
372,Indumentaria,126,25.0,98125,6651,435,4,4,1,C3,12,0.43,85,0.31,314326
373,Indumentaria,139,25.0,92217,6763,434,7,7,1,C3,5,0.41,97,0.28,422802
374,Indumentaria,91,22.4,57783,4190,421,7,99,0,C3,9,0.53,75,0.26,424784
375,Indumentaria,113,25.0,95665,7713,456,4,470,0,C2,6,0.52,85,0.3,238563
376,Indumentaria,132,21.5,55145,3946,516,5,194,0,D,9,0.36,58,0.29,425346
377,Indumentaria,128,25.0,56400,5330,509,5,66,0,C3,6,0.45,77,0.26,400391
378,Indumentaria,96,18.7,60260,5466,506,3,337,0,C2,7,0.58,107,0.32,570464
379,Indumentaria,128,23.0,93047,4935,503,4,225,1,D,8,0.37,80,0.28,453712
380,Indumentaria,97,25.0,84786,8063,515,6,3,1,C2,9,0.42,102,0.32,409092
381,Indumentaria,93,24.2,90246,8241,469,6,163,0,ABC1,12,0.44,101,0.26,500418
382,Indumentaria,127,25.0,79305,4495,488,7,287,1,C3,8,0.55,96,0.27,339468
383,Indumentaria,112,25.0,71606,4627,473,5,37,0,C3,3,0.59,83,0.28,511237
384,Indumentaria,136,25.0,58381,5743,435,3,67,0,C3,6,0.51,79,0.3,459245
385,Indumentaria,118,21.3,98206,5810,490,9,76,1,D,5,0.41,65,0.28,332669
386,Indumentaria,103,24.9,69461,5643,484,6,126,0,C2,4,0.39,112,0.27,401349
387,Indumentaria,144,23.4,95890,5891,552,4,121,1,D,6,0.52,66,0.26,285491
388,Indumentaria,136,21.7,92709,4525,465,6,118,0,D,11,0.49,62,0.31,436512
389,Indumentaria,122,25.0,62475,6940,421,3,176,0,C2,11,0.48,86,0.28,501284
390,Indumentaria,95,25.0,80973,7897,474,6,363,0,C2,7,0.48,107,0.26,512290
391,Indumentaria,106,21.8,81283,5482,447,6,509,0,D,7,0.45,58,0.27,233766
392,Indumentaria,130,23.0,86947,5288,493,4,558,0,D,15,0.43,73,0.26,367381
393,Indumentaria,142,21.6,95916,4338,384,9,237,0,D,10,0.47,73,0.3,402929
394,Indumentaria,137,25.0,75973,4278,407,5,17,0,C3,9,0.58,80,0.28,445077
395,Indumentaria,137,25.0,55336,6068,414,3,134,0,C3,10,0.58,93,0.29,416551
396,Indumentaria,133,22.1,76451,5702,393,4,186,0,D,8,0.52,72,0.28,295785
397,Indumentaria,121,21.6,59051,4632,425,6,69,1,D,11,0.51,65,0.31,480318
398,Indumentaria,137,25.0,61599,5817,408,9,279,0,C3,11,0.37,90,0.29,331772
399,Indumentaria,93,25.0,60611,5301,540,3,254,1,C3,15,0.42,90,0.26,372109
400,Indumentaria,102,24.0,90230,7166,518,4,140,0,C2,8,0.4,111,0.26,538351
401,Indumentaria,95,19.5,83365,3731,493,8,60,0,D,8,0.44,72,0.28,425661
402,Indumentaria,134,21.9,93394,4885,415,5,11,0,D,11,0.49,67,0.26,306257
403,Indumentaria,114,25.0,97621,5233,469,5,5,0,C2,8,0.39,96,0.27,493614
404,Indumentaria,98,22.3,74431,4389,558,7,86,1,D,8,0.59,70,0.28,473324
405,Indumentaria,97,25.0,61953,4968,415,5,117,1,C3,12,0.35,74,0.26,423157
406,Indumentaria,127,21.9,91800,5090,454,6,133,0,D,8,0.48,83,0.28,389888
407,Indumentaria,137,25.0,98980,7891,445,5,76,0,ABC1,5,0.53,108,0.29,527459
408,Indumentaria,135,22.5,76631,3589,519,3,309,0,D,4,0.37,77,0.27,261286
409,Indumentaria,142,25.0,69923,5614,514,6,106,1,C2,13,0.49,104,0.27,663646
410,Indumentaria,95,25.0,81258,7951,382,7,58,0,ABC1,13,0.57,109,0.28,387830
411,Indumentaria,127,22.6,92175,4472,551,6,466,1,D,9,0.48,83,0.25,470918
412,Indumentaria,113,25.0,78697,5676,448,7,116,1,C2,12,0.56,88,0.26,388033
413,Indumentaria,122,25.0,59697,6803,486,6,51,1,C2,3,0.46,102,0.29,312757
414,Indumentaria,136,25.0,86103,5763,541,6,238,1,C3,8,0.54,94,0.28,504157
415,Indumentaria,130,24.7,57178,4578,457,6,27,0,C3,15,0.57,91,0.27,440303
416,Indumentaria,109,25.0,93520,6163,465,6,4,0,C3,13,0.59,76,0.31,469431
417,Indumentaria,104,24.1,58576,7651,450,3,155,0,C2,6,0.59,91,0.28,531631
418,Indumentaria,117,25.0,82258,5110,534,4,291,1,C3,14,0.5,86,0.31,509009
419,Indumentaria,126,23.4,89789,4399,397,6,661,0,D,12,0.52,88,0.32,287217
420,Indumentaria,135,23.5,79504,4713,430,3,78,0,D,2,0.46,76,0.31,390676
421,Indumentaria,142,25.0,72056,5942,486,3,241,0,C3,12,0.45,68,0.28,402933
422,Indumentaria,100,20.4,63728,7272,448,3,220,0,C2,2,0.51,98,0.31,498108
423,Indumentaria,119,23.7,82222,3921,398,4,281,0,D,11,0.5,87,0.3,302567
424,Indumentaria,99,24.3,63520,7955,410,5,196,0,C2,3,0.52,113,0.26,320791
425,Indumentaria,96,23.7,56316,3456,478,4,63,0,D,9,0.37,71,0.27,453721
426,Indumentaria,109,25.0,87113,5383,466,8,1000,1,C3,13,0.41,75,0.25,328454
427,Indumentaria,135,25.0,71174,5362,402,5,51,0,C2,9,0.6,93,0.25,367103
428,Indumentaria,135,25.0,74026,5933,462,7,117,0,C3,10,0.49,77,0.26,515735
429,Indumentaria,125,23.0,90182,5222,509,6,253,0,D,2,0.51,64,0.31,434166
430,Indumentaria,98,24.0,84900,7716,457,7,330,0,C2,16,0.57,91,0.3,464496
431,Indumentaria,134,25.0,70747,6142,409,6,240,0,C2,13,0.37,100,0.31,398672
432,Indumentaria,118,25.0,63637,4700,456,4,68,1,C2,8,0.37,106,0.26,563025
433,Indumentaria,131,25.0,95075,7232,416,4,187,0,C2,3,0.56,97,0.28,336806
434,Indumentaria,101,25.0,85261,6599,406,5,117,0,ABC1,6,0.49,129,0.26,547873
435,Indumentaria,134,25.0,87660,8100,406,6,63,0,ABC1,8,0.47,107,0.31,540327
436,Indumentaria,129,22.2,83601,3836,473,4,589,0,D,17,0.46,71,0.26,276078
437,Indumentaria,133,25.0,69225,5916,436,7,735,0,C2,12,0.6,103,0.29,360844
438,Indumentaria,112,23.1,59519,3802,517,6,212,0,D,14,0.56,65,0.28,269741
439,Indumentaria,107,23.4,83528,4898,456,7,306,1,D,11,0.54,65,0.26,429392
440,Indumentaria,125,25.0,60287,7970,492,5,22,1,ABC1,7,0.44,102,0.31,490460
441,Indumentaria,130,25.0,56527,9480,421,9,359,1,ABC1,4,0.51,105,0.26,369138
442,Indumentaria,132,23.7,87056,4769,407,6,181,1,D,11,0.5,84,0.3,333962
443,Indumentaria,93,21.5,76744,8001,459,5,0,0,C2,14,0.41,81,0.29,357463
444,Indumentaria,131,22.1,55871,3323,427,6,301,0,D,12,0.38,75,0.29,386234
445,Indumentaria,105,25.0,92552,5591,465,7,103,1,C3,8,0.36,81,0.29,340248
446,Indumentaria,103,19.8,92445,8165,429,7,467,0,C2,3,0.49,83,0.25,471711
447,Indumentaria,93,25.0,59708,8316,479,6,401,1,ABC1,18,0.46,115,0.31,553526
448,Indumentaria,109,20.4,97565,6755,434,6,76,0,C2,7,0.53,96,0.25,500934
449,Indumentaria,125,25.0,91811,6048,406,8,148,1,C2,17,0.46,89,0.3,522413
450,Indumentaria,125,25.0,77693,6945,495,5,125,0,C2,11,0.43,92,0.31,589482
451,Indumentaria,137,25.0,98498,4063,380,7,25,0,C3,9,0.55,78,0.26,454857
452,Indumentaria,125,21.4,88551,6131,463,5,39,0,D,11,0.43,71,0.28,291515
453,Indumentaria,115,25.0,90992,5392,552,4,131,1,C2,6,0.5,108,0.29,395918
454,Indumentaria,132,25.0,74800,7123,503,7,81,1,C2,11,0.43,92,0.3,637106
455,Indumentaria,129,22.4,95057,3575,475,8,241,1,D,10,0.4,62,0.26,361858
456,Indumentaria,110,22.4,95225,5468,382,3,146,0,ABC1,10,0.57,96,0.29,298866
457,Indumentaria,139,25.0,71003,5659,459,4,280,0,C3,4,0.48,76,0.28,283706
458,Indumentaria,105,22.0,59252,5909,428,4,69,0,C3,9,0.59,82,0.26,489255
459,Indumentaria,123,25.0,62539,6434,497,6,48,1,C3,1,0.38,90,0.25,597336
460,Indumentaria,105,25.0,70403,4846,470,7,562,0,C3,8,0.51,78,0.26,240881
461,Indumentaria,115,25.0,86047,6411,490,5,26,0,C3,8,0.4,88,0.31,440728
462,Indumentaria,107,25.0,62342,8099,452,9,359,0,ABC1,9,0.5,127,0.29,396863
463,Indumentaria,142,25.0,99489,8307,455,4,355,1,C2,12,0.45,106,0.29,464753
464,Indumentaria,135,22.0,71986,5145,422,7,330,0,D,14,0.54,84,0.27,328311
465,Indumentaria,103,23.4,62307,6555,458,5,30,0,C3,1,0.37,83,0.31,344570
466,Indumentaria,93,22.1,73703,4637,445,6,28,0,C3,14,0.39,92,0.28,421100
467,Indumentaria,118,25.0,76446,6763,498,6,85,0,C3,8,0.5,91,0.31,464169
468,Indumentaria,126,23.9,71938,6122,428,5,267,0,C3,8,0.55,85,0.31,243949
469,Indumentaria,138,25.0,60247,8890,434,8,165,0,ABC1,9,0.48,102,0.27,442550
470,Indumentaria,96,25.0,79694,6705,479,4,267,1,ABC1,5,0.6,99,0.3,562027
471,Indumentaria,138,22.9,61430,5103,476,7,82,0,D,7,0.57,63,0.3,272333
472,Indumentaria,143,25.0,93340,5023,539,3,5,1,C2,12,0.51,95,0.26,582101
473,Indumentaria,96,25.0,74482,7387,457,5,72,0,ABC1,7,0.59,114,0.31,407170
474,Indumentaria,113,24.7,85234,5315,467,5,30,0,C2,6,0.59,100,0.31,578419
475,Indumentaria,129,25.0,86158,6947,384,2,99,0,C2,9,0.42,94,0.29,419427
476,Indumentaria,141,25.0,65062,4469,444,6,262,0,C3,12,0.59,77,0.26,292898
477,Indumentaria,125,25.0,64532,6323,424,5,449,0,C2,12,0.58,108,0.28,480142
478,Indumentaria,108,25.0,95679,5370,397,6,507,0,ABC1,15,0.59,89,0.31,459213
479,Indumentaria,109,21.1,77062,5909,512,6,163,0,C3,2,0.39,66,0.31,302943
480,Indumentaria,109,19.9,56202,5621,386,4,236,0,C3,5,0.49,94,0.31,399304
481,Indumentaria,126,25.0,88474,8110,387,4,28,0,ABC1,10,0.53,119,0.31,350676
482,Indumentaria,108,22.7,61357,4326,410,7,174,0,D,10,0.53,70,0.3,246878
483,Indumentaria,141,25.0,68410,6802,517,6,15,0,ABC1,2,0.38,89,0.31,552425
484,Indumentaria,103,24.9,80584,6594,474,6,112,0,C3,9,0.41,79,0.29,422566
485,Indumentaria,115,22.5,93968,5961,398,4,158,0,D,13,0.52,80,0.29,381566
486,Indumentaria,136,22.4,90331,5805,493,6,855,1,D,4,0.57,70,0.26,311995
487,Indumentaria,128,25.0,67319,8926,506,7,304,1,ABC1,13,0.56,104,0.29,530442
488,Indumentaria,100,17.3,85934,4302,446,4,136,0,D,8,0.37,65,0.25,411553
489,Indumentaria,123,25.0,66084,7037,459,4,212,0,C3,5,0.6,92,0.27,284677
490,Indumentaria,137,25.0,58479,6328,571,6,491,1,C2,6,0.51,96,0.29,606065
491,Indumentaria,101,23.4,91404,6621,397,5,113,0,ABC1,7,0.57,102,0.25,554619
492,Indumentaria,126,25.0,62911,5119,461,5,386,0,C2,3,0.55,101,0.29,295734
493,Indumentaria,118,22.0,75290,3566,473,8,317,0,D,5,0.4,68,0.27,237719
494,Indumentaria,96,22.6,89350,5351,431,7,179,0,C3,7,0.52,84,0.3,335847
495,Indumentaria,141,25.0,60340,5078,527,7,96,1,C3,7,0.59,102,0.27,600671
496,Indumentaria,107,25.0,56140,7861,443,4,100,1,ABC1,10,0.57,138,0.26,681753
497,Indumentaria,101,25.0,62882,6170,414,3,225,0,C3,2,0.4,96,0.25,340009
498,Indumentaria,96,17.9,61461,4590,399,2,318,0,C3,2,0.48,92,0.27,415634
499,Indumentaria,91,16.2,58514,5323,428,4,223,0,D,6,0.36,82,0.3,213333
500,Indumentaria,98,19.5,95435,6692,486,9,278,0,C3,9,0.55,89,0.31,444870
501,Indumentaria,92,25.0,67631,5624,405,7,60,0,C3,7,0.4,90,0.31,305086
502,Indumentaria,105,25.0,71345,5186,500,6,457,0,C2,5,0.47,83,0.3,359258
503,Indumentaria,102,23.2,90835,4477,459,6,157,0,C3,9,0.35,68,0.26,337672
504,Indumentaria,116,18.8,84311,4429,412,7,214,0,D,15,0.39,85,0.3,418930
505,Indumentaria,131,25.0,58645,7647,413,3,222,0,C2,7,0.56,101,0.29,312697
506,Indumentaria,109,25.0,55147,7920,498,6,329,1,ABC1,7,0.53,112,0.27,673809
507,Indumentaria,107,21.4,75715,5570,464,5,280,0,D,12,0.38,74,0.31,469042
508,Indumentaria,93,25.0,84956,8631,467,8,215,0,ABC1,8,0.43,118,0.27,592761
509,Indumentaria,119,25.0,95959,8437,447,5,137,1,ABC1,12,0.56,109,0.32,640428
510,Indumentaria,108,25.0,76335,7276,457,6,89,0,C2,7,0.4,96,0.28,573701
511,Indumentaria,120,23.3,63720,5590,505,4,8,0,D,11,0.49,67,0.32,388357
512,Indumentaria,131,25.0,65966,5397,392,6,43,0,C2,17,0.47,95,0.31,375034
513,Indumentaria,120,19.4,81050,6410,514,7,182,0,D,15,0.39,66,0.29,494726
514,Indumentaria,106,22.2,62382,4318,494,5,204,0,D,10,0.56,83,0.31,483288
515,Indumentaria,91,25.0,82631,4480,472,6,352,0,C3,9,0.51,77,0.3,523610
516,Indumentaria,93,21.7,95269,8417,515,8,243,0,ABC1,8,0.48,111,0.31,446537
517,Indumentaria,138,25.0,83645,6278,465,5,9,0,C2,18,0.42,105,0.31,648275
518,Indumentaria,114,21.4,80645,5242,411,6,71,0,D,8,0.52,63,0.29,327882
519,Indumentaria,143,22.3,98719,5927,431,8,160,0,D,3,0.45,77,0.3,302853
520,Indumentaria,136,25.0,82545,7466,524,5,247,1,C2,8,0.42,93,0.26,421380
521,Indumentaria,134,25.0,83198,6596,418,3,329,0,C2,9,0.5,90,0.27,443143
522,Indumentaria,127,25.0,71970,6828,468,6,80,0,C3,12,0.44,92,0.26,459932
523,Indumentaria,96,25.0,60622,5032,425,6,466,0,C2,3,0.38,103,0.28,319385
524,Indumentaria,91,23.1,56976,5123,484,5,0,1,D,4,0.42,71,0.3,373360
525,Indumentaria,100,25.0,90256,5674,477,5,172,0,C3,7,0.4,76,0.29,324568
526,Indumentaria,124,25.0,89550,7248,456,8,293,1,C2,6,0.59,76,0.29,372589
527,Indumentaria,103,22.7,84283,8395,420,6,329,0,ABC1,11,0.46,117,0.28,447959
528,Indumentaria,142,23.6,96885,4481,433,7,244,0,D,7,0.52,82,0.3,372015
529,Indumentaria,106,21.8,68984,4477,439,6,216,0,D,6,0.54,70,0.3,444197
530,Indumentaria,109,25.0,63887,6636,411,7,89,0,ABC1,7,0.36,113,0.32,436541
531,Indumentaria,98,24.7,96335,5114,480,4,22,0,C3,8,0.56,101,0.29,365174
532,Indumentaria,117,25.0,89444,5020,468,4,24,1,C3,5,0.59,73,0.28,460142
533,Indumentaria,129,25.0,92358,4649,516,5,122,0,C2,15,0.57,97,0.3,439585
534,Indumentaria,125,25.0,84254,4067,433,7,245,0,C3,6,0.54,76,0.28,434112
535,Indumentaria,116,25.0,82975,4907,510,6,397,0,C2,9,0.49,92,0.28,494210
536,Indumentaria,111,25.0,58468,5883,471,6,86,0,C3,12,0.37,67,0.28,420512
537,Indumentaria,129,25.0,66634,4613,481,3,57,0,C3,8,0.49,75,0.26,490552
538,Indumentaria,106,25.0,63485,5332,415,4,531,1,C3,7,0.38,82,0.27,398218
539,Indumentaria,96,25.0,81852,7014,512,7,403,0,C3,12,0.59,85,0.28,461965
540,Indumentaria,112,20.5,85938,5550,389,7,358,0,D,6,0.49,84,0.29,321993
541,Indumentaria,129,25.0,80349,8751,497,5,65,0,ABC1,10,0.48,130,0.28,498924
542,Indumentaria,95,21.0,59752,9322,405,4,10,0,ABC1,14,0.46,130,0.3,477356
543,Indumentaria,93,19.4,96390,5146,416,4,458,0,C3,7,0.41,90,0.29,218105
544,Indumentaria,137,22.5,56965,4234,410,4,172,0,D,3,0.57,72,0.27,387208
545,Indumentaria,127,25.0,83215,5849,513,6,513,1,C2,8,0.53,99,0.26,584203
546,Indumentaria,99,25.0,80969,6219,419,8,66,1,C3,10,0.45,72,0.31,445628
547,Indumentaria,130,25.0,74014,6779,485,7,2,0,C3,13,0.36,72,0.29,543143
548,Indumentaria,98,16.3,75650,4976,406,5,91,0,D,9,0.35,66,0.27,347210
549,Indumentaria,104,23.7,94335,3841,443,6,233,0,D,9,0.57,58,0.29,366000
550,Indumentaria,143,25.0,84871,8009,502,6,548,0,C2,10,0.38,88,0.31,397242
551,Indumentaria,114,25.0,92708,5626,401,8,138,0,C3,5,0.59,78,0.3,269352
552,Indumentaria,91,25.0,95237,5803,520,4,378,1,C3,8,0.38,78,0.3,309105
553,Indumentaria,125,25.0,81321,4941,501,7,118,0,C2,7,0.44,109,0.26,648967
554,Indumentaria,134,22.5,71367,5238,514,5,192,0,D,10,0.42,75,0.27,295797
555,Indumentaria,127,25.0,83572,5431,514,5,277,1,C3,10,0.4,74,0.26,263370
556,Indumentaria,110,25.0,71282,9058,502,5,102,1,ABC1,14,0.43,101,0.27,459672
557,Indumentaria,90,24.7,63051,6730,441,2,75,0,C3,16,0.47,78,0.27,227397
558,Indumentaria,90,25.0,87097,6249,519,4,239,0,C3,5,0.49,81,0.26,383797
559,Indumentaria,130,25.0,90558,5322,497,3,142,1,C3,8,0.53,86,0.27,345445
560,Indumentaria,110,25.0,93587,4764,498,7,21,1,C3,13,0.42,80,0.3,336157
561,Indumentaria,96,17.5,92353,6549,388,4,212,0,C3,5,0.59,100,0.32,346834
562,Indumentaria,125,23.7,87891,5692,425,8,4,1,D,9,0.46,73,0.25,471471
563,Indumentaria,140,25.0,84101,4383,471,9,296,0,C3,14,0.58,79,0.26,562947
564,Indumentaria,96,25.0,96937,5552,467,2,114,1,C3,3,0.54,74,0.25,431611
565,Indumentaria,103,25.0,66014,6438,441,6,65,1,C2,9,0.47,102,0.32,454816
566,Indumentaria,100,22.4,83703,5532,443,5,73,0,D,14,0.52,63,0.27,424561
567,Indumentaria,143,21.9,82339,4056,528,5,253,1,D,15,0.37,62,0.3,429821
568,Indumentaria,144,22.0,75126,3813,570,5,5,1,D,10,0.5,89,0.29,505257
569,Indumentaria,119,25.0,88579,6787,393,5,195,0,C3,11,0.57,86,0.31,452834
570,Indumentaria,128,22.3,86819,4343,459,6,55,0,D,8,0.44,87,0.27,368533
571,Indumentaria,103,25.0,62335,7303,392,4,451,0,C2,7,0.58,91,0.3,421325
572,Indumentaria,121,25.0,76090,7656,465,7,133,1,C2,8,0.41,96,0.29,568097
573,Indumentaria,106,22.2,69796,4826,406,6,27,0,D,11,0.37,76,0.28,315303
574,Indumentaria,102,23.4,82729,4948,514,8,51,0,C2,9,0.42,101,0.27,572235
575,Indumentaria,121,25.0,85256,8389,463,8,340,0,ABC1,17,0.51,135,0.29,500551
576,Indumentaria,138,25.0,85461,8972,425,4,58,0,ABC1,9,0.39,113,0.28,574380
577,Indumentaria,95,25.0,91691,7069,459,5,118,1,ABC1,10,0.39,114,0.3,631739
578,Indumentaria,101,17.2,68989,5481,417,5,268,0,D,13,0.46,61,0.27,198310
579,Indumentaria,104,22.4,72559,4480,389,9,672,0,C3,7,0.53,88,0.32,385077
580,Indumentaria,115,25.0,69467,9485,386,3,83,0,ABC1,4,0.38,104,0.32,413957
581,Indumentaria,134,25.0,99801,4489,463,6,41,0,C3,15,0.39,90,0.3,579120
582,Indumentaria,120,25.0,61078,6914,563,8,18,1,C3,11,0.4,79,0.3,634614
