ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Antiguedad_Anios,Inversion_Marketing_Mensual_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Poblacional_Hab_Km2,Tipo_Ubicacion,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Posicionamiento_Precio,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
194,Gastronomía,106,21.4,69186,3.7,2137,5733,684,7,170,0,C3,14569,Calle Comercial,12,0.1,33,Medio,0.21,646742
195,Gastronomía,94,16.6,71136,10.2,1347,4332,652,5,40,0,C3,19426,Centro Comercial,5,0.03,31,Medio,0.25,456950
196,Gastronomía,72,14.1,65032,10.9,2799,8083,820,4,13,0,C2,13268,Shopping,5,0.02,48,Premium,0.21,1065084
197,Gastronomía,99,22.6,74151,11.4,1390,2917,949,3,37,1,D,18019,Calle Comercial,4,0.07,32,Económico,0.23,489073
198,Gastronomía,62,13.0,54841,1.8,1755,5605,791,5,22,0,C2,15703,Centro Comercial,2,0.04,44,Premium,0.24,593635
199,Gastronomía,127,18.5,47910,3.2,2968,4615,850,8,31,0,C3,19650,Calle Comercial,9,0.07,34,Medio,0.25,669562
200,Gastronomía,103,25.0,48392,14.8,1238,4652,931,4,48,1,C3,14361,Shopping,4,0.08,25,Económico,0.23,507116
201,Gastronomía,105,23.5,78919,0.5,716,4410,902,3,10,1,D,23729,Shopping,3,0.09,25,Económico,0.2,463978
202,Gastronomía,61,10.2,65077,12.2,1923,4362,619,7,24,0,ABC1,7689,Centro Comercial,6,0.03,33,Medio-Alto,0.21,532512
203,Gastronomía,77,14.5,65635,10.8,3110,4759,795,6,46,0,C3,14205,Centro Comercial,6,0.07,27,Económico,0.26,877973
204,Gastronomía,121,21.6,60657,0.4,868,3790,800,3,681,0,D,22653,Barrio Residencial,4,0.02,34,Económico,0.24,339245
205,Gastronomía,73,18.5,61846,3.1,2859,4671,648,5,496,0,ABC1,7874,Barrio Residencial,11,0.09,52,Premium,0.22,643169
206,Gastronomía,105,25.0,59842,5.6,3009,2953,949,6,385,1,C2,17990,Barrio Residencial,13,0.03,28,Medio,0.24,617817
207,Gastronomía,85,16.5,30566,10.8,1311,4903,736,5,780,0,C2,12222,Barrio Residencial,11,0.04,40,Premium,0.26,370703
208,Gastronomía,102,19.2,75568,1.5,850,2464,949,5,117,0,D,23447,Calle Comercial,8,0.07,27,Económico,0.24,359137
209,Gastronomía,116,18.6,59894,7.0,3302,6154,811,7,40,0,ABC1,6294,Shopping,8,0.02,34,Medio-Alto,0.25,920702
210,Gastronomía,127,22.5,30888,13.8,2179,3279,892,3,44,0,C2,12682,Calle Comercial,12,0.06,41,Premium,0.22,890006
211,Gastronomía,121,25.0,44332,4.6,3054,2978,880,8,722,1,C3,17736,Barrio Residencial,15,0.05,35,Medio,0.24,610155
212,Gastronomía,113,25.0,41234,0.8,2256,5405,685,5,389,0,ABC1,10651,Barrio Residencial,10,0.06,37,Premium,0.22,327921
213,Gastronomía,83,11.2,71815,4.0,3862,4241,693,9,5,0,C2,12044,Centro Comercial,7,0.04,29,Medio,0.26,946103
214,Gastronomía,94,15.0,38191,3.1,1800,4140,779,5,191,0,D,15529,Calle Comercial,10,0.07,34,Económico,0.24,587267
215,Gastronomía,102,25.0,64870,1.9,4066,4844,759,3,39,1,ABC1,11511,Centro Comercial,2,0.04,49,Premium,0.21,919161
216,Gastronomía,98,13.6,30280,9.1,1531,5197,683,4,22,0,C3,15674,Calle Comercial,2,0.09,39,Medio-Alto,0.22,430201
217,Gastronomía,116,25.0,41812,10.1,2924,4390,671,3,47,1,ABC1,11574,Centro Comercial,5,0.09,44,Premium,0.25,699049
218,Gastronomía,88,18.2,48430,5.3,2551,5186,907,7,166,0,C3,17839,Calle Comercial,6,0.08,32,Medio,0.22,765931
219,Gastronomía,124,22.7,43336,5.5,1562,4484,830,6,696,0,D,16929,Barrio Residencial,12,0.07,37,Medio,0.21,557550
220,Gastronomía,116,20.8,67259,11.8,2331,4873,779,6,38,0,ABC1,6269,Centro Comercial,10,0.09,33,Medio-Alto,0.21,655726
221,Gastronomía,115,20.7,35499,10.0,2729,10320,892,2,2,0,C2,10607,Shopping,7,0.08,46,Premium,0.22,1027849
222,Gastronomía,94,14.6,53617,12.6,2808,4201,714,9,0,0,C2,12138,Centro Comercial,8,0.08,42,Premium,0.2,775977
223,Gastronomía,70,14.8,48006,0.0,908,7349,813,7,14,0,C3,14384,Centro Comercial,15,0.09,28,Económico,0.26,229955
224,Gastronomía,101,18.0,66619,0.8,1456,7108,846,6,3,0,C2,12252,Centro Comercial,8,0.02,31,Medio,0.23,565706
225,Gastronomía,113,22.0,65755,0.8,415,2918,828,4,706,0,D,17921,Barrio Residencial,10,0.02,39,Medio,0.26,157851
226,Gastronomía,66,17.7,68492,1.8,1895,3017,860,5,175,1,D,16209,Calle Comercial,12,0.06,24,Económico,0.24,551384
227,Gastronomía,88,17.8,44608,0.4,2242,5974,949,5,20,0,C3,15890,Centro Comercial,6,0.08,36,Medio,0.24,646137
228,Gastronomía,92,18.3,32167,5.0,713,3840,748,5,564,0,D,17246,Barrio Residencial,3,0.03,29,Económico,0.25,297420
229,Gastronomía,122,25.0,51224,13.1,2756,2365,905,7,227,1,C2,17566,Barrio Residencial,16,0.08,47,Premium,0.21,730965
230,Gastronomía,117,20.3,69702,1.8,2595,5753,853,6,259,0,C3,13452,Calle Comercial,16,0.08,31,Económico,0.21,741847
231,Gastronomía,126,25.0,51601,6.4,4695,3696,949,7,261,1,C2,10891,Calle Comercial,12,0.09,30,Medio,0.21,1057610
232,Gastronomía,91,15.4,73195,0.3,1348,3526,774,7,700,0,C3,12122,Barrio Residencial,13,0.04,29,Económico,0.23,349048
233,Gastronomía,126,22.8,62535,14.9,1631,3265,949,3,36,1,D,21781,Calle Comercial,6,0.05,26,Económico,0.26,627055
234,Gastronomía,107,13.9,36304,1.9,981,5673,749,7,9,0,D,23295,Centro Comercial,11,0.06,29,Económico,0.26,345608
235,Gastronomía,109,13.7,50120,4.3,1109,2648,756,5,619,0,D,24119,Barrio Residencial,6,0.06,31,Económico,0.26,372043
236,Gastronomía,125,25.0,51495,3.2,1656,8486,636,6,23,0,ABC1,10582,Centro Comercial,5,0.07,45,Premium,0.24,352778
237,Gastronomía,99,15.0,42486,4.6,877,3672,681,8,780,0,D,17975,Barrio Residencial,5,0.08,35,Medio,0.27,228917
238,Gastronomía,106,19.1,58439,1.6,1840,2698,914,5,207,0,C3,15775,Calle Comercial,5,0.06,40,Medio-Alto,0.2,617657
239,Gastronomía,75,14.9,52920,0.1,1153,4929,713,4,206,0,D,19784,Calle Comercial,7,0.04,41,Medio,0.21,431264
240,Gastronomía,82,25.0,59734,0.0,1983,6717,868,7,15,1,C2,13777,Shopping,5,0.07,38,Medio-Alto,0.21,618786
241,Gastronomía,123,19.6,42029,0.4,2355,7248,808,2,1,0,C2,14543,Centro Comercial,9,0.02,52,Premium,0.26,633378
242,Gastronomía,76,14.0,69330,3.2,2258,3087,796,4,130,0,ABC1,8208,Calle Comercial,8,0.02,51,Premium,0.25,367345
243,Gastronomía,127,19.6,45328,6.8,1290,4334,949,6,84,0,C3,21313,Calle Comercial,7,0.07,36,Medio,0.22,455754
244,Gastronomía,105,20.4,67621,1.6,1116,3462,887,7,353,0,C3,17305,Barrio Residencial,4,0.06,31,Medio,0.26,273947
245,Gastronomía,90,16.3,75664,1.4,1599,2713,949,4,221,1,D,18635,Calle Comercial,6,0.09,38,Medio,0.23,543038
246,Gastronomía,113,16.2,68327,10.5,2306,2941,949,6,55,0,C3,16017,Calle Comercial,8,0.1,26,Económico,0.26,679676
247,Gastronomía,71,12.8,55087,3.1,893,2743,949,6,613,0,D,17576,Barrio Residencial,16,0.04,23,Económico,0.26,271750
248,Gastronomía,75,22.0,70061,4.3,4467,3734,949,8,233,1,ABC1,10903,Barrio Residencial,9,0.02,55,Premium,0.23,731759
249,Gastronomía,71,25.0,61945,11.7,2113,3697,812,7,24,1,ABC1,8631,Calle Comercial,10,0.06,55,Premium,0.25,506165
250,Gastronomía,92,25.0,42052,14.6,3897,4336,796,6,193,1,ABC1,7016,Calle Comercial,6,0.04,42,Premium,0.24,797526
251,Gastronomía,127,25.0,66089,5.6,4551,6706,798,2,3,0,ABC1,8160,Shopping,15,0.09,43,Premium,0.26,970941
252,Gastronomía,74,15.8,60932,1.8,2516,5678,648,6,7,0,C2,14326,Shopping,8,0.06,49,Premium,0.23,1088128
253,Gastronomía,94,13.0,74610,13.4,1853,3683,949,2,286,0,D,22121,Calle Comercial,18,0.03,37,Medio,0.26,748964
254,Gastronomía,72,15.3,30448,5.6,901,4764,717,3,241,0,C2,11727,Calle Comercial,8,0.03,33,Medio,0.26,274714
255,Gastronomía,90,11.3,79652,1.3,340,1752,745,8,606,0,D,21747,Barrio Residencial,8,0.07,23,Económico,0.22,152940
256,Gastronomía,89,13.9,31166,13.2,2699,6070,782,8,156,0,C2,12823,Calle Comercial,5,0.09,37,Medio-Alto,0.25,635276
257,Gastronomía,66,12.8,77514,5.8,1100,3653,676,5,777,0,C3,19140,Barrio Residencial,12,0.03,43,Medio-Alto,0.25,297943
258,Gastronomía,77,18.4,57470,1.4,3715,12030,777,5,13,0,ABC1,11050,Shopping,11,0.04,45,Premium,0.25,911477
259,Gastronomía,101,15.9,73526,8.7,1482,6032,920,7,639,0,C2,17274,Barrio Residencial,4,0.06,42,Premium,0.21,279297
260,Gastronomía,62,9.8,54412,4.8,4236,7707,830,2,132,0,ABC1,5288,Calle Comercial,2,0.08,52,Premium,0.26,680073
261,Gastronomía,90,12.6,40200,6.4,1158,4475,748,2,107,0,D,15138,Calle Comercial,2,0.04,27,Económico,0.2,318943
262,Gastronomía,123,23.7,57683,4.1,1532,3363,765,8,269,1,D,23261,Calle Comercial,6,0.05,27,Económico,0.23,650209
263,Gastronomía,84,13.2,71068,12.3,1167,3020,670,7,713,0,D,15268,Barrio Residencial,10,0.05,26,Económico,0.26,371107
264,Gastronomía,96,19.2,72125,4.3,4622,11895,603,4,4,0,ABC1,5392,Shopping,16,0.08,35,Medio-Alto,0.22,1091973
265,Gastronomía,66,16.7,54369,11.9,3857,9969,749,5,47,1,ABC1,7038,Centro Comercial,10,0.04,49,Premium,0.21,1211555
266,Gastronomía,113,25.0,44008,6.1,3333,6164,592,6,44,1,ABC1,8050,Centro Comercial,9,0.07,34,Medio-Alto,0.21,960775
267,Gastronomía,92,24.0,61714,0.2,1371,5108,898,7,27,1,C2,12358,Centro Comercial,12,0.08,45,Premium,0.26,481936
268,Gastronomía,94,20.9,32371,4.6,2870,6014,686,5,290,0,ABC1,6678,Calle Comercial,12,0.05,43,Premium,0.2,547610
269,Gastronomía,109,19.1,50979,13.6,936,4777,822,3,129,0,C3,21448,Calle Comercial,1,0.07,26,Económico,0.25,288332
270,Gastronomía,119,24.0,51667,0.3,827,3734,949,7,347,0,C3,20292,Barrio Residencial,14,0.05,32,Medio,0.26,241039
271,Gastronomía,129,19.8,37186,10.9,1081,1967,789,6,732,0,D,19011,Barrio Residencial,7,0.07,22,Económico,0.25,318876
272,Gastronomía,109,13.6,41367,8.5,2237,4516,775,8,275,0,D,23965,Calle Comercial,9,0.05,40,Medio,0.27,693601
273,Gastronomía,122,23.5,53088,0.8,1314,5363,809,3,159,0,C2,13504,Calle Comercial,8,0.04,39,Medio-Alto,0.25,437567
274,Gastronomía,85,25.0,45348,11.2,1833,7433,860,3,49,1,C3,12622,Shopping,10,0.09,39,Medio-Alto,0.25,794357
275,Gastronomía,61,20.1,73078,1.5,2679,8824,912,6,44,1,C2,10412,Shopping,9,0.08,34,Medio,0.24,1200535
276,Gastronomía,91,16.2,70375,4.4,3173,4131,677,7,77,0,ABC1,5868,Calle Comercial,1,0.1,50,Premium,0.23,729224
277,Gastronomía,123,17.5,36101,13.7,2743,5222,873,6,107,0,C3,18749,Calle Comercial,13,0.03,45,Premium,0.26,879658
278,Gastronomía,129,20.4,56230,1.4,1233,6080,599,5,23,0,C3,12628,Centro Comercial,6,0.09,32,Económico,0.22,483587
279,Gastronomía,66,14.8,45857,1.6,1625,4723,821,5,256,0,C3,12481,Calle Comercial,4,0.09,40,Medio-Alto,0.25,520444
280,Gastronomía,110,25.0,33203,8.0,2700,5752,877,5,136,1,C2,13075,Calle Comercial,10,0.07,28,Medio,0.23,915223
281,Gastronomía,64,8.1,62324,5.8,1536,3582,800,8,237,0,D,20811,Calle Comercial,13,0.03,36,Medio,0.26,545149
282,Gastronomía,64,14.2,61849,8.9,1407,3627,768,7,115,0,C3,19640,Calle Comercial,3,0.07,26,Económico,0.26,382362
283,Gastronomía,73,11.9,75615,5.1,1051,3540,811,7,579,0,C2,16187,Barrio Residencial,7,0.08,39,Medio-Alto,0.26,335398
284,Gastronomía,100,23.7,78448,4.0,904,3400,877,5,218,1,D,20189,Calle Comercial,8,0.09,34,Económico,0.27,531610
285,Gastronomía,118,21.4,43016,5.8,4186,7236,841,5,29,0,ABC1,9592,Centro Comercial,8,0.06,44,Premium,0.23,774425
286,Gastronomía,117,15.1,54728,12.3,1475,2777,682,9,136,0,D,19354,Calle Comercial,12,0.08,32,Económico,0.23,496856
287,Gastronomía,80,18.0,47877,9.1,2571,3070,826,5,260,0,C2,15343,Calle Comercial,10,0.06,42,Premium,0.22,910501
288,Gastronomía,102,21.3,56530,1.4,1960,5877,647,2,33,0,C2,14794,Shopping,3,0.06,29,Económico,0.22,623483
289,Gastronomía,122,18.7,61480,0.7,1545,4150,949,5,732,0,C3,12187,Barrio Residencial,16,0.07,43,Premium,0.23,598375
290,Gastronomía,64,14.1,77997,1.4,2153,2920,604,6,196,0,C3,12390,Calle Comercial,10,0.07,36,Medio,0.26,615204
291,Gastronomía,92,20.1,62110,14.7,626,3938,949,6,115,1,D,22992,Calle Comercial,4,0.05,25,Económico,0.24,297121
292,Gastronomía,66,12.9,56215,4.1,1880,4129,949,8,16,0,C2,15976,Centro Comercial,9,0.06,38,Medio-Alto,0.25,493094
293,Gastronomía,119,19.6,63843,9.5,1263,3267,949,7,242,0,D,16538,Calle Comercial,14,0.08,26,Económico,0.22,442219
294,Gastronomía,102,15.6,44946,11.9,2099,7599,718,4,44,0,C3,16151,Shopping,7,0.06,30,Económico,0.2,681913
295,Gastronomía,66,9.9,63431,6.5,1094,2235,800,7,372,0,D,19616,Barrio Residencial,8,0.04,35,Medio,0.22,437486
296,Gastronomía,108,25.0,46157,6.9,2584,5019,924,4,252,1,C3,14919,Calle Comercial,12,0.08,25,Económico,0.21,734974
297,Gastronomía,103,15.8,61359,1.4,1531,6305,703,5,203,0,C2,16974,Calle Comercial,8,0.08,30,Económico,0.22,454488
298,Gastronomía,107,14.8,31256,0.2,975,5629,749,4,29,0,C3,13813,Centro Comercial,10,0.02,33,Medio,0.25,294094
299,Gastronomía,103,25.0,66188,3.3,1632,3689,853,6,216,1,C3,14713,Calle Comercial,6,0.1,31,Medio,0.22,411761
300,Gastronomía,98,17.5,59083,5.9,2178,6054,538,4,282,0,ABC1,9840,Calle Comercial,16,0.09,46,Premium,0.24,547614
301,Indumentaria,107,25.0,72617,3.3,4508,13940,403,6,42,1,ABC1,8718,Shopping,16,0.37,129,Premium,0.29,1093732
302,Indumentaria,125,22.7,83925,0.1,929,5192,489,4,238,1,D,24868,Calle Comercial,8,0.55,67,Económico,0.27,295869
303,Indumentaria,106,23.6,89805,3.6,702,8200,490,4,2,0,D,19721,Centro Comercial,10,0.47,65,Económico,0.25,304902
304,Indumentaria,129,25.0,88526,0.8,988,6792,561,6,227,0,C3,20364,Calle Comercial,2,0.44,82,Medio,0.32,279457
305,Indumentaria,141,23.7,95692,5.3,919,3802,409,6,478,0,D,19007,Barrio Residencial,15,0.48,89,Medio,0.25,249704
306,Indumentaria,119,21.5,66223,14.5,753,4366,455,5,140,0,D,17626,Calle Comercial,15,0.51,91,Medio,0.27,290099
307,Indumentaria,106,25.0,77213,0.1,1530,4103,523,5,502,0,C3,21951,Barrio Residencial,9,0.57,79,Económico,0.27,266594
308,Indumentaria,109,21.6,69346,1.7,1264,3152,551,4,393,0,D,19052,Barrio Residencial,14,0.43,78,Económico,0.32,375731
309,Indumentaria,91,22.6,83030,6.0,3650,7462,485,6,26,0,C2,10039,Centro Comercial,13,0.38,82,Medio,0.29,786144
310,Indumentaria,137,21.5,91456,0.7,858,4243,572,7,185,0,D,16811,Calle Comercial,11,0.55,79,Económico,0.26,282555
311,Indumentaria,111,25.0,65651,6.7,2120,11082,544,3,18,1,C3,13040,Shopping,9,0.46,70,Económico,0.27,709468
312,Indumentaria,98,24.5,86484,1.2,1499,9326,412,5,24,0,C3,15936,Centro Comercial,9,0.59,94,Medio-Alto,0.25,365229
313,Indumentaria,127,25.0,94733,12.4,5502,14896,372,6,25,0,ABC1,9683,Shopping,8,0.35,122,Premium,0.26,1072968
314,Indumentaria,92,15.0,55807,1.2,1121,5281,519,5,98,0,D,18285,Calle Comercial,12,0.54,78,Económico,0.25,450247
315,Indumentaria,107,25.0,98280,6.4,1629,4813,645,6,295,1,C3,21957,Calle Comercial,11,0.49,88,Medio,0.27,427612
316,Indumentaria,92,25.0,90417,10.4,3996,11540,366,4,0,1,ABC1,7842,Centro Comercial,12,0.45,115,Premium,0.3,701266
317,Indumentaria,114,25.0,55554,0.9,1346,5524,490,6,133,0,C2,15436,Calle Comercial,14,0.42,87,Medio-Alto,0.29,327363
318,Indumentaria,138,21.8,56893,0.2,767,3408,521,7,797,1,D,24135,Barrio Residencial,7,0.57,58,Económico,0.3,269321
319,Indumentaria,95,25.0,83762,8.4,4790,8118,456,7,177,0,ABC1,6922,Calle Comercial,12,0.37,124,Premium,0.32,819763
320,Indumentaria,115,20.6,60342,4.5,1972,5122,479,4,47,0,D,15744,Calle Comercial,12,0.56,63,Económico,0.29,470200
321,Indumentaria,118,22.8,86521,0.9,1304,3726,585,8,213,0,D,23773,Calle Comercial,8,0.45,64,Económico,0.3,516379
322,Indumentaria,113,25.0,94909,5.7,2025,8499,475,5,24,1,ABC1,6623,Calle Comercial,13,0.45,94,Premium,0.31,387794
323,Indumentaria,102,25.0,62455,1.6,2208,7368,546,5,163,1,C2,17241,Calle Comercial,6,0.37,93,Medio-Alto,0.26,495496
324,Indumentaria,120,25.0,97801,1.9,1886,12865,448,3,13,0,ABC1,9098,Centro Comercial,2,0.59,86,Premium,0.32,445673
325,Indumentaria,92,25.0,66636,4.6,2379,9761,470,7,34,1,C2,13995,Shopping,8,0.53,113,Premium,0.27,648912
326,Indumentaria,112,25.0,57504,3.8,2398,10437,435,9,36,1,C2,10747,Shopping,6,0.44,76,Medio,0.28,670379
327,Indumentaria,100,25.0,89408,6.8,2331,4986,451,3,743,1,C2,12702,Barrio Residencial,4,0.35,95,Medio-Alto,0.29,406640
328,Indumentaria,127,25.0,71642,8.1,2600,9294,485,4,2,1,C3,17085,Shopping,6,0.47,89,Medio,0.32,722613
329,Indumentaria,120,25.0,85750,6.3,1541,3781,517,7,38,1,C3,16117,Calle Comercial,5,0.4,78,Económico,0.25,341061
330,Indumentaria,129,25.0,75069,1.6,2019,8036,504,8,26,0,C2,17836,Centro Comercial,12,0.39,91,Medio-Alto,0.26,526474
331,Indumentaria,96,23.4,97055,10.5,1857,4351,464,4,57,1,D,19213,Calle Comercial,5,0.42,82,Medio,0.26,447704
332,Indumentaria,99,22.5,87248,7.0,3737,6815,432,5,117,0,ABC1,5543,Calle Comercial,12,0.55,96,Premium,0.26,825846
333,Indumentaria,143,25.0,78743,5.2,2666,10109,384,7,49,1,ABC1,5376,Centro Comercial,10,0.45,88,Premium,0.29,525851
334,Indumentaria,119,25.0,88188,0.6,1885,5217,529,4,256,0,C2,17412,Barrio Residencial,5,0.5,87,Medio,0.32,302999
335,Indumentaria,98,24.8,58904,0.1,2258,8713,400,6,47,0,C2,11759,Centro Comercial,8,0.58,84,Medio,0.27,439532
336,Indumentaria,130,25.0,63423,9.6,4654,11910,469,6,45,0,ABC1,5090,Centro Comercial,15,0.51,90,Medio-Alto,0.3,960339
337,Indumentaria,113,24.6,65891,4.6,2088,5240,391,2,290,0,C2,10208,Calle Comercial,1,0.38,102,Premium,0.26,502307
338,Indumentaria,102,25.0,56836,11.1,7588,9734,402,7,166,1,ABC1,5166,Calle Comercial,9,0.5,107,Premium,0.3,1071479
339,Indumentaria,100,25.0,62547,10.9,4048,9926,540,6,42,1,C2,17949,Centro Comercial,14,0.59,114,Premium,0.31,918222
340,Indumentaria,105,24.7,93566,7.0,2436,4498,447,6,185,0,C3,15434,Calle Comercial,6,0.38,73,Económico,0.26,492696
341,Indumentaria,95,24.9,94774,3.1,2707,5860,415,5,142,0,C3,13912,Calle Comercial,11,0.38,99,Medio-Alto,0.25,445489
342,Indumentaria,122,22.6,70529,0.7,713,3352,448,5,627,0,D,16435,Barrio Residencial,9,0.36,63,Económico,0.3,203136
343,Indumentaria,116,25.0,68167,14.8,4235,4626,522,6,137,1,C2,10386,Calle Comercial,14,0.57,110,Premium,0.27,839818
344,Indumentaria,100,21.8,78335,5.9,1976,3853,558,4,123,1,D,22418,Calle Comercial,17,0.6,83,Económico,0.29,586885
345,Indumentaria,130,25.0,69865,3.2,2560,5706,358,9,379,0,ABC1,6993,Barrio Residencial,8,0.54,118,Premium,0.31,452739
346,Indumentaria,132,25.0,89871,4.0,2976,8996,577,7,27,1,C2,17418,Centro Comercial,14,0.54,104,Premium,0.32,925259
347,Indumentaria,100,25.0,62421,0.7,3598,4419,438,7,647,1,ABC1,6725,Barrio Residencial,11,0.53,94,Premium,0.26,436441
348,Indumentaria,143,25.0,99364,1.6,1935,6016,468,7,790,0,C3,13758,Barrio Residencial,4,0.38,88,Medio,0.29,417081
349,Indumentaria,120,25.0,66230,3.5,2970,10037,593,6,42,0,C3,21231,Shopping,6,0.6,69,Económico,0.26,669568
350,Indumentaria,127,22.5,99716,11.0,2128,5470,474,6,219,0,D,17984,Calle Comercial,5,0.51,67,Económico,0.29,640345
351,Indumentaria,95,23.6,62368,12.8,4590,11690,418,4,14,0,ABC1,5467,Centro Comercial,4,0.51,122,Premium,0.27,719636
352,Indumentaria,102,21.9,77337,6.1,1096,5952,639,5,223,1,D,22067,Calle Comercial,9,0.37,63,Económico,0.27,429425
353,Indumentaria,114,25.0,92827,11.5,4905,6958,536,7,23,1,C2,16679,Calle Comercial,7,0.58,97,Medio-Alto,0.3,876191
354,Indumentaria,107,25.0,61203,12.4,1755,11107,626,7,18,1,C2,17361,Shopping,13,0.36,104,Premium,0.3,689948
355,Indumentaria,108,25.0,89748,1.5,1458,13327,411,2,17,0,ABC1,9362,Shopping,15,0.39,100,Premium,0.26,351924
356,Indumentaria,105,25.0,78168,6.9,5104,5597,444,9,372,0,ABC1,11515,Barrio Residencial,2,0.52,138,Premium,0.32,734994
357,Indumentaria,107,25.0,78608,5.9,1789,5805,543,5,291,1,C3,18745,Calle Comercial,14,0.5,89,Medio,0.29,469631
358,Indumentaria,116,25.0,69435,0.1,3604,13307,537,5,14,1,ABC1,11280,Centro Comercial,3,0.37,115,Premium,0.25,782810
359,Indumentaria,117,21.7,85396,3.9,859,7169,514,4,1,0,D,20133,Centro Comercial,3,0.35,68,Económico,0.29,277458
360,Indumentaria,123,25.0,65911,0.6,3461,15299,488,6,5,1,ABC1,8384,Shopping,2,0.55,127,Premium,0.28,911233
361,Indumentaria,130,21.7,62274,1.3,1098,4022,560,6,412,1,D,24173,Barrio Residencial,6,0.44,80,Económico,0.27,252907
362,Indumentaria,125,25.0,99887,0.9,1671,5585,518,3,39,0,C3,16418,Centro Comercial,4,0.54,77,Medio,0.29,340134
363,Indumentaria,136,25.0,82099,5.2,1811,3660,400,8,623,0,C3,13655,Barrio Residencial,10,0.55,86,Medio,0.25,436509
364,Indumentaria,132,24.0,66676,8.5,2313,5538,428,7,754,0,C3,14842,Barrio Residencial,4,0.57,72,Económico,0.27,381883
365,Indumentaria,97,25.0,67939,12.1,3621,10021,398,5,27,0,ABC1,5195,Centro Comercial,7,0.39,102,Premium,0.3,692735
366,Indumentaria,115,25.0,67812,5.4,2105,11885,475,6,37,1,C2,13133,Shopping,9,0.53,104,Premium,0.28,487555
367,Indumentaria,128,25.0,63002,4.9,2821,7627,444,9,178,0,C2,10132,Calle Comercial,8,0.48,99,Premium,0.27,602631
368,Indumentaria,144,25.0,98682,0.2,2111,5132,416,6,171,1,C2,10871,Calle Comercial,7,0.41,106,Premium,0.28,515238
369,Indumentaria,102,25.0,85369,0.2,2090,8056,376,9,238,0,ABC1,5477,Calle Comercial,18,0.37,97,Premium,0.29,507595
370,Indumentaria,124,22.5,59320,0.2,943,3233,466,5,790,0,D,17725,Barrio Residencial,11,0.5,76,Económico,0.29,262027
371,Indumentaria,121,22.3,55283,0.8,1255,5681,557,5,204,0,C3,18164,Calle Comercial,6,0.35,85,Medio,0.3,305167
372,Indumentaria,126,25.0,98125,1.5,1488,8209,485,4,13,1,C3,17183,Centro Comercial,12,0.43,85,Medio,0.31,388150
373,Indumentaria,139,25.0,92217,1.9,1872,6912,453,7,296,1,C3,12344,Calle Comercial,5,0.41,97,Medio,0.28,449485
374,Indumentaria,91,22.4,57783,1.0,1897,3711,471,7,565,0,C3,21925,Barrio Residencial,9,0.53,75,Económico,0.26,382754
375,Indumentaria,113,25.0,95665,5.9,1523,7079,461,4,49,0,C2,14294,Calle Comercial,6,0.52,85,Medio-Alto,0.3,291614
376,Indumentaria,132,21.5,55145,1.2,1471,2908,644,5,737,0,D,21338,Barrio Residencial,9,0.36,58,Económico,0.29,419567
377,Indumentaria,128,25.0,56400,1.9,1965,5694,548,5,130,0,C3,17836,Calle Comercial,6,0.45,77,Económico,0.26,452260
378,Indumentaria,96,18.7,60260,4.1,2737,4128,492,3,378,0,C2,11896,Barrio Residencial,7,0.58,107,Premium,0.32,623054
379,Indumentaria,128,23.0,93047,9.1,2011,4609,556,4,275,1,D,17759,Calle Comercial,8,0.37,80,Económico,0.28,582641
380,Indumentaria,97,25.0,84786,1.5,2537,12852,509,6,28,1,C2,13254,Shopping,9,0.42,102,Premium,0.32,623890
381,Indumentaria,93,24.2,90246,6.6,3014,5845,398,6,758,0,ABC1,7166,Barrio Residencial,12,0.44,101,Premium,0.26,553852
382,Indumentaria,127,25.0,79305,15.0,1411,6402,505,7,32,1,C3,14479,Shopping,8,0.55,96,Medio-Alto,0.27,513900
383,Indumentaria,112,25.0,71606,4.5,2465,6101,540,5,12,0,C3,19904,Centro Comercial,3,0.59,83,Medio,0.28,662934
384,Indumentaria,136,25.0,58381,1.2,2090,7361,488,3,16,0,C3,19722,Centro Comercial,6,0.51,79,Económico,0.3,549281
385,Indumentaria,118,21.3,98206,6.5,1493,5749,558,9,270,1,D,24613,Calle Comercial,5,0.41,65,Económico,0.28,358314
386,Indumentaria,103,24.9,69461,1.9,2154,5284,546,6,104,0,C2,15080,Calle Comercial,4,0.39,112,Premium,0.27,491142
387,Indumentaria,144,23.4,95890,6.9,784,7512,593,4,28,1,D,15559,Centro Comercial,6,0.52,66,Económico,0.26,370538
388,Indumentaria,136,21.7,92709,0.7,958,4151,550,6,149,0,D,24923,Calle Comercial,11,0.49,62,Económico,0.31,404693
389,Indumentaria,122,25.0,62475,6.4,1967,8520,477,3,47,0,C2,16735,Centro Comercial,11,0.48,86,Medio,0.28,690977
390,Indumentaria,95,25.0,80973,13.9,3186,8041,460,6,186,0,C2,10972,Calle Comercial,7,0.48,107,Premium,0.26,749034
391,Indumentaria,106,21.8,81283,1.1,563,3991,540,6,652,0,D,21453,Barrio Residencial,7,0.45,58,Económico,0.27,201149
